SessionFile;PlayerID;Person;Label;CheatType;TotalShots;TotalKills;TotalDeaths;HitRate
session_2026-08-13_19-55-30.csv;RF-MS1-1-EF024FED46C;Nikolay;1;triggerbot+godmode;484;12;0;0.2583
session_2026-08-13_19-55-30.csv;Stacjonarny-CA89EB15;Mateusz;0;;81;0;2;0.2346
session_2026-08-13_19-58-20.csv;MBurgerPC-C08954A945;Maxi;0;;287;7;6;0.2439
session_2026-08-13_19-58-20.csv;Phileas-PC-167800BF4;Phileas;0;;190;7;7;0.2053
session_2026-08-13_19-58-20.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;240;4;2;0.25
session_2026-08-13_19-58-20.csv;Stacjonarny-CA89EB15;Mateusz;0;;316;8;4;0.2563
session_2026-08-13_20-01-10.csv;MBurgerPC-C08954A945;Maxi;1;wallhack;148;5;6;0.2432
session_2026-08-13_20-01-10.csv;Phileas-PC-167800BF4;Phileas;0;;225;4;4;0.2356
session_2026-08-13_20-01-10.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;155;4;2;0.2645
session_2026-08-13_20-01-10.csv;Stacjonarny-CA89EB15;Mateusz;0;;291;5;5;0.2131
session_2026-08-13_20-04-00.csv;MBurgerPC-C08954A945;Maxi;0;;425;9;5;0.1976
session_2026-08-13_20-04-00.csv;Phileas-PC-167800BF4;Phileas;0;;238;4;7;0.2311
session_2026-08-13_20-04-00.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;273;6;5;0.2088
session_2026-08-13_20-04-00.csv;Stacjonarny-CA89EB15;Mateusz;0;;356;4;6;0.1798
session_2026-08-13_20-06-50.csv;MBurgerPC-C08954A945;Maxi;0;;209;3;5;0.2344
session_2026-08-13_20-06-50.csv;Phileas-PC-167800BF4;Phileas;0;;278;3;5;0.1691
session_2026-08-13_20-06-50.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;82;1;3;0.1463
session_2026-08-13_20-06-50.csv;Stacjonarny-CA89EB15;Mateusz;0;;452;10;4;0.1792
session_2026-08-13_20-10-52.csv;MBurgerPC-C08954A945;Maxi;0;;398;6;5;0.1935
session_2026-08-13_20-10-52.csv;Phileas-PC-167800BF4;Phileas;0;;436;6;4;0.1927
session_2026-08-13_20-10-52.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;113;1;3;0.177
session_2026-08-13_20-10-52.csv;Stacjonarny-CA89EB15;Mateusz;0;;60;1;2;0.1667
session_2026-08-13_20-13-42.csv;MBurgerPC-C08954A945;Maxi;0;;589;10;6;0.2122
session_2026-08-13_20-13-42.csv;Phileas-PC-167800BF4;Phileas;1;wallhack;212;6;7;0.3208
session_2026-08-13_20-13-42.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;283;6;9;0.2332
session_2026-08-13_20-13-42.csv;Stacjonarny-CA89EB15;Mateusz;0;;309;8;6;0.2362
session_2026-08-13_20-16-32.csv;MBurgerPC-C08954A945;Maxi;0;;211;5;5;0.1659
session_2026-08-13_20-16-32.csv;Phileas-PC-167800BF4;Phileas;0;;240;5;4;0.2083
session_2026-08-13_20-16-32.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;348;5;7;0.2069
session_2026-08-13_20-16-32.csv;Stacjonarny-CA89EB15;Mateusz;0;;537;9;7;0.2104
session_2026-08-13_20-19-22.csv;MBurgerPC-C08954A945;Maxi;0;;489;10;5;0.1738
session_2026-08-13_20-19-22.csv;Phileas-PC-167800BF4;Phileas;0;;134;4;7;0.2687
session_2026-08-13_20-19-22.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;135;4;0;0.363
session_2026-08-13_20-19-22.csv;Stacjonarny-CA89EB15;Mateusz;0;;91;1;3;0.2308
session_2026-08-13_20-22-12.csv;MBurgerPC-C08954A945;Maxi;0;;222;0;8;0.1036
session_2026-08-13_20-22-12.csv;Phileas-PC-167800BF4;Phileas;0;;162;4;9;0.179
session_2026-08-13_20-22-12.csv;RF-MS1-1-EF024FED46C;Nikolay;1;godmode+triggerbot;341;10;0;0.3372
session_2026-08-13_20-22-12.csv;Stacjonarny-CA89EB15;Mateusz;0;;423;5;3;0.2128
session_2026-08-13_20-25-02.csv;MBurgerPC-C08954A945;Maxi;0;;579;12;5;0.1762
session_2026-08-13_20-25-02.csv;Phileas-PC-167800BF4;Phileas;0;;347;3;8;0.1902
session_2026-08-13_20-25-02.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;361;7;5;0.1939
session_2026-08-13_20-25-02.csv;Stacjonarny-CA89EB15;Mateusz;0;;248;4;8;0.2258
session_2026-08-13_20-27-53.csv;MBurgerPC-C08954A945;Maxi;1;aimbot;169;1;7;0.3373
session_2026-08-13_20-27-53.csv;Phileas-PC-167800BF4;Phileas;1;wallhack;381;6;5;0.1969
session_2026-08-13_20-27-53.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;434;10;5;0.2166
session_2026-08-13_20-27-53.csv;Stacjonarny-CA89EB15;Mateusz;0;;424;7;8;0.1981
session_2026-08-13_20-40-09.csv;MBurgerPC-C08954A945;Maxi;0;;257;3;7;0.2062
session_2026-08-13_20-40-09.csv;Phileas-PC-167800BF4;Phileas;1;aimbot;547;13;3;0.1993
session_2026-08-13_20-40-09.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;138;3;3;0.2101
session_2026-08-13_20-40-09.csv;Stacjonarny-CA89EB15;Mateusz;0;;32;0;6;0.1875
session_2026-08-13_20-42-59.csv;MBurgerPC-C08954A945;Maxi;0;;221;6;6;0.2534
session_2026-08-13_20-42-59.csv;Phileas-PC-167800BF4;Phileas;0;;501;10;4;0.1876
session_2026-08-13_20-42-59.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;293;2;4;0.2014
session_2026-08-13_20-42-59.csv;Stacjonarny-CA89EB15;Mateusz;0;;156;0;4;0.0449
session_2026-08-13_20-45-49.csv;MBurgerPC-C08954A945;Maxi;0;;275;5;5;0.1782
session_2026-08-13_20-45-49.csv;Phileas-PC-167800BF4;Phileas;0;;378;9;4;0.1984
session_2026-08-13_20-45-49.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;80;2;6;0.25
session_2026-08-13_20-45-49.csv;Stacjonarny-CA89EB15;Mateusz;0;;246;2;4;0.2154
session_2026-08-13_20-48-39.csv;MBurgerPC-C08954A945;Maxi;0;;185;0;6;0.0757
session_2026-08-13_20-48-39.csv;Phileas-PC-167800BF4;Phileas;0;;71;0;10;0.1972
session_2026-08-13_20-48-39.csv;RF-MS1-1-EF024FED46C;Nikolay;1;aimbot+wallhack+triggerbot+godmode;1575;16;0;0.113
session_2026-08-13_20-48-39.csv;Stacjonarny-CA89EB15;Mateusz;0;;1;0;1;0.0
session_2026-08-14_14-25-16.csv;LAPTOP-IN41KCMK-5468;Clemi;0;;191;2;5;0.1571
session_2026-08-14_14-25-16.csv;Phileas-PC-167800BF4;Phileas;0;;387;7;4;0.2016
session_2026-08-14_14-25-16.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;331;7;4;0.2236
session_2026-08-14_14-25-16.csv;Stacjonarny-CA89EB15;Mateusz;0;;202;2;4;0.1683
session_2026-08-14_14-28-06.csv;LAPTOP-IN41KCMK-5468;Clemi;1;aimbot;250;3;7;0.124
session_2026-08-14_14-28-06.csv;MBurgerPC-C08954A945;Maxi;0;;0;0;0;0.0
session_2026-08-14_14-28-06.csv;Phileas-PC-167800BF4;Phileas;0;;294;5;7;0.2483
session_2026-08-14_14-28-06.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;254;7;5;0.2008
session_2026-08-14_14-28-06.csv;Stacjonarny-CA89EB15;Mateusz;0;;452;10;6;0.2389
session_2026-08-14_14-30-56.csv;LAPTOP-IN41KCMK-5468;Clemi;0;;443;5;5;0.1693
session_2026-08-14_14-30-56.csv;MBurgerPC-C08954A945;Maxi;0;;442;12;5;0.2059
session_2026-08-14_14-30-56.csv;Phileas-PC-167800BF4;Phileas;0;;164;5;6;0.2805
session_2026-08-14_14-30-56.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;386;5;8;0.2021
session_2026-08-14_14-30-56.csv;Stacjonarny-CA89EB15;Mateusz;0;;276;3;7;0.1848
session_2026-08-14_14-33-46.csv;LAPTOP-IN41KCMK-5468;Clemi;0;;35;0;7;0.2571
session_2026-08-14_14-33-46.csv;MBurgerPC-C08954A945;Maxi;0;;174;4;7;0.1494
session_2026-08-14_14-33-46.csv;Phileas-PC-167800BF4;Phileas;0;;81;0;11;0.1605
session_2026-08-14_14-33-46.csv;RF-MS1-1-EF024FED46C;Nikolay;1;aimbot+wallhack+triggerbot+godmode;1431;28;0;0.1754
session_2026-08-14_14-33-46.csv;Stacjonarny-CA89EB15;Mateusz;1;aimbot+triggerbot;70;0;7;0.1714
session_2026-08-14_14-40-47.csv;LAPTOP-IN41KCMK-5468;Clemi;0;;291;5;6;0.1959
session_2026-08-14_14-40-47.csv;MBurgerPC-C08954A945;Maxi;0;;333;3;5;0.2462
session_2026-08-14_14-40-47.csv;Phileas-PC-167800BF4;Phileas;0;;216;6;5;0.2407
session_2026-08-14_14-40-47.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;352;8;5;0.25
session_2026-08-14_14-43-37.csv;LAPTOP-IN41KCMK-5468;Clemi;0;;286;7;5;0.2273
session_2026-08-14_14-43-37.csv;MBurgerPC-C08954A945;Maxi;0;;359;6;5;0.1894
session_2026-08-14_14-43-37.csv;Phileas-PC-167800BF4;Phileas;1;aimbot;246;7;5;0.4024
session_2026-08-14_14-43-37.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;276;4;7;0.1594
session_2026-08-14_14-43-37.csv;Stacjonarny-CA89EB15;Mateusz;0;;209;5;5;0.2201
session_2026-08-14_14-46-27.csv;LAPTOP-IN41KCMK-5468;Clemi;0;;225;5;5;0.1778
session_2026-08-14_14-46-27.csv;MBurgerPC-C08954A945;Maxi;0;;648;8;5;0.1636
session_2026-08-14_14-46-27.csv;Phileas-PC-167800BF4;Phileas;0;;472;7;6;0.2034
session_2026-08-14_14-46-27.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;348;6;8;0.1897
session_2026-08-14_14-46-27.csv;Stacjonarny-CA89EB15;Mateusz;0;;266;4;7;0.1654
session_2026-08-14_14-49-17.csv;LAPTOP-IN41KCMK-5468;Clemi;0;;548;10;1;0.2628
session_2026-08-14_14-49-17.csv;MBurgerPC-C08954A945;Maxi;0;;102;4;11;0.3333
session_2026-08-14_14-49-17.csv;Phileas-PC-167800BF4;Phileas;0;;401;11;7;0.207
session_2026-08-14_14-49-17.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;190;4;7;0.2632
session_2026-08-14_14-49-17.csv;Stacjonarny-CA89EB15;Mateusz;0;;106;3;6;0.2642
session_2026-08-14_14-52-07.csv;LAPTOP-IN41KCMK-5468;Clemi;0;;21;1;4;0.2381
session_2026-08-14_14-52-07.csv;MBurgerPC-C08954A945;Maxi;0;;217;4;6;0.1659
session_2026-08-14_14-52-07.csv;Phileas-PC-167800BF4;Phileas;0;;308;6;3;0.1883
session_2026-08-14_14-52-07.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;418;11;6;0.2392
session_2026-08-14_14-52-07.csv;Stacjonarny-CA89EB15;Mateusz;0;;409;5;4;0.2274
session_2026-08-14_14-54-57.csv;LAPTOP-IN41KCMK-5468;Clemi;0;;256;7;4;0.1875
session_2026-08-14_14-54-57.csv;MBurgerPC-C08954A945;Maxi;0;;86;1;6;0.2442
session_2026-08-14_14-54-57.csv;Phileas-PC-167800BF4;Phileas;1;wallhack;470;9;6;0.2362
session_2026-08-14_14-54-57.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;92;1;4;0.2283
session_2026-08-14_14-54-57.csv;Stacjonarny-CA89EB15;Mateusz;0;;339;6;4;0.2153
session_2026-08-14_14-57-47.csv;LAPTOP-IN41KCMK-5468;Clemi;0;;71;1;7;0.2535
session_2026-08-14_14-57-47.csv;MBurgerPC-C08954A945;Maxi;0;;853;13;5;0.1712
session_2026-08-14_14-57-47.csv;Phileas-PC-167800BF4;Phileas;0;;283;5;7;0.2014
session_2026-08-14_14-57-47.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;304;6;7;0.2105
session_2026-08-14_14-57-47.csv;Stacjonarny-CA89EB15;Mateusz;0;;800;10;6;0.1138
session_2026-08-14_15-10-30.csv;MBurgerPC-1F26792842;Maxi;0;;559;8;5;0.1163
session_2026-08-14_15-10-30.csv;Phileas-PC-167800BF4;Phileas;0;;322;6;7;0.2112
session_2026-08-14_15-10-30.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;433;7;5;0.2125
session_2026-08-14_15-10-30.csv;Stacjonarny-CA89EB15;Mateusz;0;;165;2;6;0.2303
session_2026-08-14_15-13-20.csv;MBurgerPC-1F26792842;Maxi;1;aimbot+triggerbot;312;3;6;0.1763
session_2026-08-14_15-13-20.csv;Phileas-PC-167800BF4;Phileas;0;;473;9;4;0.2008
session_2026-08-14_15-13-20.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;311;6;8;0.1865
session_2026-08-14_15-13-20.csv;Stacjonarny-CA89EB15;Mateusz;0;;283;5;5;0.1873
session_2026-08-14_15-16-10.csv;MBurgerPC-1F26792842;Maxi;0;;149;4;7;0.2416
session_2026-08-14_15-16-10.csv;Phileas-PC-167800BF4;Phileas;0;;148;4;6;0.2365
session_2026-08-14_15-16-10.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;458;10;4;0.214
session_2026-08-14_15-16-10.csv;Stacjonarny-CA89EB15;Mateusz;0;;270;2;4;0.2333
session_2026-08-14_15-19-00.csv;MBurgerPC-1F26792842;Maxi;0;;195;3;5;0.1744
session_2026-08-14_15-19-00.csv;Phileas-PC-167800BF4;Phileas;0;;275;6;6;0.2036
session_2026-08-14_15-19-00.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;295;4;5;0.1695
session_2026-08-14_15-19-00.csv;Stacjonarny-CA89EB15;Mateusz;0;;383;8;5;0.2219
session_2026-08-14_15-21-50.csv;MBurgerPC-1F26792842;Maxi;0;;0;0;4;0.0
session_2026-08-14_15-21-50.csv;Phileas-PC-167800BF4;Phileas;0;;291;2;7;0.1237
session_2026-08-14_15-21-50.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;63;2;5;0.1429
session_2026-08-14_15-21-50.csv;Stacjonarny-CA89EB15;Mateusz;1;aimbot+wallhack+triggerbot+godmode;649;12;0;0.1602
session_2026-08-14_15-24-40.csv;MBurgerPC-1F26792842;Maxi;0;;258;5;5;0.2403
session_2026-08-14_15-24-40.csv;Phileas-PC-167800BF4;Phileas;0;;325;9;3;0.2215
session_2026-08-14_15-24-40.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;133;2;9;0.188
session_2026-08-14_15-24-40.csv;Stacjonarny-CA89EB15;Mateusz;0;;532;6;5;0.1917
session_2026-08-14_15-37-31.csv;MBurgerPC-C8AB03D241;Maxi;0;;542;5;6;0.1421
session_2026-08-14_15-37-31.csv;Phileas-PC-167800BF4;Phileas;0;;431;6;5;0.1995
session_2026-08-14_15-37-31.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;294;5;7;0.1599
session_2026-08-14_15-37-31.csv;Stacjonarny-CA89EB15;Mateusz;0;;297;5;3;0.165
session_2026-08-14_15-40-21.csv;MBurgerPC-C8AB03D241;Maxi;0;;321;4;1;0.1589
session_2026-08-14_15-40-21.csv;Phileas-PC-167800BF4;Phileas;0;;234;3;9;0.2137
session_2026-08-14_15-40-21.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;389;8;3;0.1877
session_2026-08-14_15-40-21.csv;Stacjonarny-CA89EB15;Mateusz;0;;162;2;4;0.1975
session_2026-08-14_15-43-11.csv;MBurgerPC-C8AB03D241;Maxi;0;;473;2;4;0.074
session_2026-08-14_15-43-11.csv;Phileas-PC-167800BF4;Phileas;0;;146;1;2;0.1849
session_2026-08-14_15-43-11.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;392;6;5;0.1709
session_2026-08-14_15-43-11.csv;Stacjonarny-CA89EB15;Mateusz;0;;172;5;5;0.2151
session_2026-08-15_18-26-35.csv;MBurgerPC-C08954A945;Maxi;0;;683;11;6;0.1552
session_2026-08-15_18-26-35.csv;Phileas-PC-167800BF4;Phileas;0;;248;2;7;0.2258
session_2026-08-15_18-26-35.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;159;3;3;0.2264
session_2026-08-15_18-26-35.csv;Stacjonarny-CA89EB15;Mateusz;0;;366;7;6;0.1885
session_2026-08-15_18-29-25.csv;MBurgerPC-C08954A945;Maxi;1;aimbot+triggerbot;202;4;7;0.2723
session_2026-08-15_18-29-25.csv;Phileas-PC-167800BF4;Phileas;0;;314;6;3;0.1688
session_2026-08-15_18-29-25.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;427;6;6;0.1522
session_2026-08-15_18-29-25.csv;Stacjonarny-CA89EB15;Mateusz;0;;511;5;7;0.1957
session_2026-08-15_18-32-15.csv;MBurgerPC-C08954A945;Maxi;0;;270;6;4;0.2259
session_2026-08-15_18-32-15.csv;Phileas-PC-167800BF4;Phileas;0;;215;3;3;0.1395
session_2026-08-15_18-32-15.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;104;2;3;0.1923
session_2026-08-15_18-32-15.csv;Stacjonarny-CA89EB15;Mateusz;0;;185;3;4;0.1946
session_2026-08-15_18-35-05.csv;MBurgerPC-C08954A945;Maxi;0;;180;8;7;0.2722
session_2026-08-15_18-35-05.csv;Phileas-PC-167800BF4;Phileas;0;;327;8;4;0.2324
session_2026-08-15_18-35-05.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;572;7;6;0.208
session_2026-08-15_18-35-05.csv;Stacjonarny-CA89EB15;Mateusz;0;;73;3;6;0.2192
session_2026-08-15_18-38-12.csv;MBurgerPC-C08954A945;Maxi;0;;53;0;7;0.0943
session_2026-08-15_18-38-12.csv;Phileas-PC-167800BF4;Phileas;0;;140;1;10;0.1857
session_2026-08-15_18-38-12.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;791;21;0;0.268
session_2026-08-15_18-38-12.csv;Stacjonarny-CA89EB15;Mateusz;0;;68;2;5;0.3824
session_2026-08-15_18-41-02.csv;MBurgerPC-C08954A945;Maxi;0;;96;2;7;0.2396
session_2026-08-15_18-41-02.csv;Phileas-PC-167800BF4;Phileas;0;;327;8;6;0.1927
session_2026-08-15_18-41-02.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;667;10;5;0.2204
session_2026-08-15_18-41-02.csv;Stacjonarny-CA89EB15;Mateusz;0;;333;6;5;0.2282
session_2026-08-15_18-43-52.csv;MBurgerPC-C08954A945;Maxi;0;;346;7;3;0.1734
session_2026-08-15_18-43-52.csv;Phileas-PC-167800BF4;Phileas;1;triggerbot;173;5;6;0.3526
session_2026-08-15_18-43-52.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;416;4;6;0.1202
session_2026-08-15_18-43-52.csv;Stacjonarny-CA89EB15;Mateusz;0;;233;4;5;0.1931
session_2026-08-15_18-46-42.csv;MBurgerPC-C08954A945;Maxi;0;;102;3;3;0.2059
session_2026-08-15_18-46-42.csv;Phileas-PC-167800BF4;Phileas;0;;327;6;5;0.1957
session_2026-08-15_18-46-42.csv;RF-MS1-1-EF024FED46C;Nikolay;0;;621;6;7;0.1353
