PlayerID,SessionDurationSeconds,AimAngularSpeedMean,AimAngularSpeedStdDev,AimAngularErrorMean,AimAngularErrorStdDev,AimErrorSampleCount,AimFlipRatio,MovementSpeedMean,MovementSpeedMax,DirectionChangesPerSecond,SpeedViolationRatio,MovementPathEntropy,ReactionTimeMean,ReactionTimeStdDev,ShotIntervalMean,ShotIntervalStdDev,ShotsPerSecond,HitRate,HeadshotRate,KillsPerMinute,KillDeathRatio,TotalShots,TotalHits,TotalKills,TotalDeaths,Label
casual_2464,89.8693,111.1490,124.9329,13.5853,12.8190,15,0.0109,379.2474,587.1732,0.7385,0.0011,2.4492,0.2000,0.1503,0.9079,0.4024,0.9692,0.3447,0.0000,0.6279,0.4847,175,60,1,16,0
casual_0228,201.1733,89.1333,68.1715,27.9806,12.8039,45,0.0024,372.0120,422.6409,0.2046,0.0173,2.7607,0.3912,0.1128,0.4269,0.2372,1.2478,0.1951,0.0000,1.0412,0.2527,173,33,8,12,0
casual_0915,287.3098,100.3228,20.0000,8.7902,13.9695,10,0.0260,376.4287,594.6811,0.3340,0.0016,2.4347,0.8055,0.0839,0.7830,0.1858,0.6612,0.3218,0.0000,0.7395,0.0557,41,13,5,10,0
casual_0794,38.0554,92.1332,89.3206,29.0750,11.7844,31,0.0099,328.3362,533.7118,0.1800,0.0015,3.2503,0.4259,0.1235,0.5170,0.1815,1.2491,0.1883,0.0000,0.1371,0.1488,129,24,6,15,0
skilled_0021,117.6716,120.3710,135.6765,3.3958,4.1434,44,0.0197,474.1008,620.0000,0.3182,0.0019,2.9397,0.2695,0.1221,0.6895,0.1403,1.2434,0.2190,0.0000,2.0912,4.1444,129,28,4,3,0
skilled_0543,134.8692,87.5844,131.2096,8.5324,7.7046,10,0.0216,504.4915,581.7621,0.3606,0.0161,2.2410,0.2770,0.1025,0.5865,0.2024,1.4660,0.3034,0.0000,2.0685,1.4896,38,11,7,9,0
casual_1073,282.7031,58.8690,20.0000,31.2060,16.0650,12,0.0199,470.0926,543.8351,0.1011,0.0044,2.2172,0.5155,0.1373,0.5873,0.3461,1.0661,0.4801,0.0000,0.2285,1.2053,66,31,0,3,0
skilled_0351,212.2686,103.8660,62.5161,3.8327,4.1332,4,0.0182,460.6160,591.0235,0.6886,0.0022,2.1442,0.1781,0.1512,0.8184,0.2828,1.4621,0.3072,0.0000,1.6333,1.9985,25,7,9,3,0
casual_1744,221.7046,97.9620,68.6905,21.9508,7.7281,20,0.0150,463.2314,488.7646,0.1136,0.0204,2.2713,0.7653,0.1533,0.2020,0.1899,0.7761,0.2780,0.0000,0.7540,1.0977,126,35,6,2,0
casual_1084,294.1152,103.8643,124.4102,26.1368,7.6156,10,0.0157,295.9701,620.0000,0.5213,0.0013,2.5594,0.5974,0.1773,0.8556,0.2249,0.2585,0.3473,0.0000,1.6897,0.1465,44,15,7,16,0
casual_0926,73.2842,83.8184,123.9140,19.9291,11.7015,7,0.0226,495.2749,555.4599,0.5739,0.0076,2.7227,0.6730,0.1351,1.1283,0.3120,0.5042,0.1700,0.0000,0.6943,0.0626,40,6,10,12,0
skilled_0049,135.4371,54.6937,75.1246,12.3502,8.1251,39,0.0351,446.4264,616.4948,0.4060,0.0152,2.6603,0.4776,0.1635,0.5596,0.1610,1.6993,0.3089,0.0000,3.1187,2.2213,135,41,10,8,0
casual_1117,243.4993,101.1295,125.9535,17.0786,2.0188,15,0.0118,414.2028,504.1099,0.4142,0.0034,3.0370,0.4836,0.1535,0.1891,0.1533,0.7352,0.2352,0.0000,1.1440,0.9715,77,18,1,9,0
casual_0642,43.2202,10.0000,96.1902,24.0549,14.4591,5,0.0375,401.8513,525.5198,0.0562,0.0028,1.5979,0.3494,0.2518,0.4177,0.1609,0.8572,0.2758,0.0000,0.5439,0.9419,58,15,2,3,0
aimbot_0017,174.9690,194.0245,4.9281,2.3472,1.8602,49,0.0852,535.5442,599.1893,0.3331,0.0047,2.0667,0.0476,0.0106,0.3105,0.0775,2.3241,0.9103,0.0000,8.4004,2.5000,98,89,19,2,1
casual_0501,269.3288,25.2261,117.0311,24.2600,15.4713,23,0.0114,146.9712,608.1899,0.4461,0.0149,1.9027,0.5980,0.0740,1.2221,0.0479,0.3518,0.2604,0.0000,1.4340,1.2016,88,22,1,13,0
skilled_1066,66.6742,124.1895,60.7605,5.2965,1.7527,38,0.0283,487.6143,547.4270,0.5466,0.0063,2.6069,0.2554,0.1362,0.8111,0.1906,1.4731,0.2545,0.0000,2.7567,1.6487,162,41,8,13,0
casual_0333,262.3941,10.0000,121.4402,2.0000,10.2675,3,0.0149,420.6237,574.6233,0.5123,0.0200,2.3168,0.7963,0.1411,1.0473,0.3539,0.8825,0.1154,0.0000,0.6626,0.5912,13,1,5,2,0
esport_0434,218.7309,142.1152,36.0630,5.7175,6.0662,51,0.0193,372.6631,574.1055,0.5569,0.0068,3.2025,0.2155,0.0549,0.5996,0.0375,2.6141,0.7800,0.0000,8.0000,0.8000,114,88,14,0,0
casual_0486,158.0158,112.9938,95.2326,22.1612,13.0715,31,0.0291,448.0163,552.0993,0.4968,0.0001,1.4218,0.7349,0.0969,0.9430,0.3208,0.7390,0.3438,0.0000,0.8119,0.3313,104,35,6,5,0
casual_1962,184.3973,66.8399,63.2247,27.8455,4.3951,23,0.0267,504.0450,565.0601,0.0200,0.0215,2.5378,0.4060,0.2799,0.5882,0.2272,1.4119,0.0627,0.0000,1.3422,0.9078,139,8,10,2,0
casual_0393,215.2460,90.4837,93.9201,24.3584,14.2032,7,0.0288,429.7499,468.5199,0.2735,0.0008,2.0820,0.4571,0.1515,0.2586,0.0978,1.1971,0.1563,0.0000,0.9861,0.9237,38,5,8,5,0
aimbot_0092,98.1272,130.9817,10.9577,2.9345,0.0914,77,0.0133,459.3565,602.7093,0.4557,0.0012,2.1024,0.0411,0.0147,0.4514,0.0392,1.7340,0.6674,0.0000,6.9673,6.6728,127,84,33,0,1
speed_0016,59.9125,82.7822,133.6032,17.2616,11.7243,22,0.0186,539.6036,1212.4385,0.3388,0.4706,3.4713,0.3547,0.0727,0.6348,0.0892,0.8905,0.4909,0.0000,1.5878,3.8235,150,73,10,5,1
casual_1755,186.2245,63.1748,112.8274,7.1255,17.8668,24,0.0341,363.9911,620.0000,0.3078,0.0024,2.2259,0.5301,0.1893,0.9589,0.1958,0.8927,0.4366,0.0000,1.1143,1.4245,166,72,9,2,0
casual_2515,255.8930,115.3583,33.6156,2.0000,20.4684,2,0.0153,474.4042,542.5590,0.5465,0.0097,2.9189,0.5458,0.1332,0.7284,0.3852,0.5922,0.2221,0.0000,1.1488,0.5182,14,3,0,11,0
skilled_0585,61.6019,92.9904,77.6728,8.4383,2.3655,21,0.0262,434.2147,571.9162,0.2129,0.0243,2.4162,0.3272,0.0443,0.6286,0.2132,1.4394,0.3864,0.0000,2.9445,0.5083,104,40,8,12,0
esport_0065,263.1641,139.6003,59.3749,6.3706,5.1120,13,0.0316,436.2796,607.0390,0.3530,0.0003,2.5237,0.1116,0.0758,0.2939,0.1224,3.2774,0.4948,0.0000,3.4167,3.3856,36,17,12,6,0
trigger_0041,224.4395,110.3089,61.5111,8.0887,0.3000,11,0.0177,423.7657,588.5501,0.5745,0.0122,3.0324,0.0400,0.0019,0.4271,0.0120,2.2017,0.5034,0.0000,2.5763,4.2097,28,14,29,3,1
casual_2099,94.3859,113.8215,127.0678,25.0397,3.0291,17,0.0082,261.7044,558.5554,0.4576,0.0132,2.5885,0.7159,0.2820,1.0481,0.1738,0.6786,0.1231,0.0000,1.2002,0.9391,136,16,4,9,0
skilled_0599,256.6849,48.7017,63.5457,14.6318,10.9405,36,0.0308,474.2872,620.0000,0.2421,0.0003,1.6701,0.2806,0.0637,0.4220,0.1492,0.9214,0.3332,0.0000,1.5644,2.7935,158,52,11,4,0
skilled_1121,145.1930,78.1942,91.3121,12.6464,6.6224,24,0.0214,364.8403,565.6303,0.6318,0.0178,2.3337,0.4655,0.1373,0.7295,0.0928,1.0999,0.4839,0.0000,3.1568,1.8657,79,38,8,11,0
casual_0029,214.4232,80.6552,179.7468,17.2543,19.8324,4,0.0358,447.6964,460.1729,0.3867,0.0151,3.1247,0.5933,0.1830,0.5640,0.1350,1.1371,0.2466,0.0000,1.0962,0.6761,17,4,7,14,0
casual_0065,179.4664,98.6807,110.1583,30.9352,6.3995,1,0.0031,226.0513,544.6469,0.0200,0.0008,2.1391,0.5046,0.1549,0.5398,0.4303,0.9600,0.1482,0.0000,0.1901,1.0114,12,1,6,17,0
casual_0838,143.2035,22.9635,203.5541,28.6445,10.7768,11,0.0000,292.0102,571.0107,0.4621,0.0060,2.0905,0.6567,0.1247,0.5966,0.0919,1.0175,0.1308,0.0000,2.1923,0.4195,77,10,7,4,0
skilled_0906,265.3533,104.3501,114.8593,6.6843,8.3244,12,0.0169,460.9953,584.1080,0.2217,0.0005,2.8510,0.2871,0.1770,0.4042,0.1841,1.4814,0.4335,0.0000,3.3634,1.5147,184,79,16,2,0
skilled_0773,130.7950,100.3694,90.8604,15.3915,4.3347,33,0.0258,386.5153,572.6678,0.4435,0.0106,2.9948,0.3517,0.0300,0.4516,0.1965,1.2704,0.2078,0.0000,2.1763,1.1295,116,24,6,12,0
esport_0385,91.2026,75.0878,56.7328,1.1936,0.5176,27,0.0189,542.2567,582.4116,0.4906,0.0069,2.2209,0.1386,0.0673,0.5516,0.0434,2.2436,0.6799,0.0000,5.1361,3.6072,89,60,11,7,0
skilled_0161,179.7903,102.6659,61.5657,7.4387,4.4158,10,0.0246,478.8062,600.5646,0.4054,0.0002,2.8437,0.1399,0.1360,0.3823,0.0880,1.2541,0.3993,0.0000,2.5966,2.2850,38,15,17,1,0
casual_2659,90.9593,102.7139,103.9160,22.7248,12.7126,32,0.0155,273.7892,512.4338,0.0452,0.0021,2.7434,0.4787,0.1038,0.7848,0.1654,0.3188,0.2417,0.0000,0.9007,0.9112,158,38,4,15,0
esport_0365,245.7104,134.3234,32.5375,0.7188,2.6229,33,0.0400,274.6710,588.8186,0.3040,0.0058,3.4773,0.0800,0.0903,0.4510,0.0616,1.1919,0.5335,0.0000,1.9215,2.5517,128,68,26,2,0
esport_0378,238.9446,107.7530,62.9202,5.8362,2.5435,25,0.0000,433.6653,625.0000,0.8690,0.0012,3.0847,0.1008,0.0467,0.4882,0.0598,2.5769,0.6104,0.0000,1.8672,4.4037,83,50,9,9,0
casual_2451,224.4583,123.4636,89.3581,5.6296,1.0000,21,0.0275,497.2273,616.5196,0.4364,0.0001,2.1603,0.8518,0.1076,0.7019,0.1398,1.0648,0.2227,0.0000,0.5448,1.0937,102,22,3,16,0
casual_2846,92.7893,49.0281,106.8287,29.4718,8.3265,16,0.0136,362.4976,583.4735,0.3373,0.0080,2.5690,0.3432,0.2515,0.6998,0.0300,1.0990,0.3071,0.0000,0.9355,1.1626,48,14,2,3,0
casual_1144,142.4998,53.1679,83.3058,31.7465,10.2426,12,0.0000,421.4496,456.9832,0.2447,0.0127,1.7745,0.6375,0.0972,0.9155,0.0730,0.8305,0.1357,0.0000,1.2423,0.7992,61,8,11,15,0
skilled_0078,207.7258,126.7260,69.3136,13.1845,2.7570,22,0.0342,515.0205,578.8267,0.6924,0.0003,2.6994,0.3039,0.1442,0.4821,0.1501,2.1388,0.3703,0.0000,1.7942,1.7170,71,26,7,7,0
casual_1103,256.5769,146.9597,127.8280,8.5450,1.6515,16,0.0042,575.5186,617.3997,0.4074,0.0140,1.9619,0.4845,0.1202,1.0459,0.2023,1.1712,0.2635,0.0000,1.0277,0.7276,108,28,0,8,0
casual_0168,115.6275,51.7217,64.5744,22.1211,11.7720,22,0.0386,377.6036,551.1256,0.3467,0.0216,1.7006,0.5489,0.0922,0.3437,0.1898,0.9973,0.2238,0.0000,1.7150,0.8688,71,15,11,14,0
casual_1670,112.5661,89.5089,99.6450,14.7287,17.8472,38,0.0078,262.3376,516.1537,0.2864,0.0005,2.0617,0.3753,0.1745,0.8909,0.0300,0.9926,0.2624,0.0000,0.0496,0.8046,179,46,3,8,0
casual_2570,34.2669,44.0136,27.5916,10.6169,2.1726,14,0.0210,502.2185,497.3115,0.4491,0.0150,2.7890,0.2804,0.2703,0.4199,0.3141,0.8986,0.1540,0.0000,0.9963,0.9411,132,20,2,11,0
casual_2377,192.5722,35.6141,35.2860,22.1057,10.7431,5,0.0237,375.4287,549.3870,0.2729,0.0087,2.0336,0.7502,0.0810,0.9670,0.2697,0.6922,0.2268,0.0000,0.7013,0.1172,23,5,3,6,0
esport_0145,199.0587,134.4378,29.1666,3.5356,4.2528,15,0.0355,447.5236,593.1996,0.7618,0.0071,2.5093,0.1052,0.0637,0.2554,0.0682,1.2843,0.5075,0.0000,5.1125,1.7214,65,32,14,1,0
esport_0007,104.9131,99.2596,40.4730,5.4773,7.0113,79,0.0227,510.9701,625.0000,0.3085,0.0159,2.0189,0.2274,0.0923,0.3676,0.1039,1.8728,0.6852,0.0000,3.3249,4.2505,184,126,10,3,0
skilled_0862,277.0965,87.2958,100.2046,8.8354,8.2367,42,0.0181,252.7890,558.4632,0.3234,0.0061,2.6082,0.1724,0.0891,0.4932,0.0909,0.6943,0.3536,0.0000,3.0106,0.1328,155,54,7,11,0
casual_0023,271.1427,88.5928,54.4157,2.0000,12.9778,16,0.0276,592.2319,434.2745,0.4798,0.0050,3.0417,0.7220,0.1227,1.2609,0.1417,1.3863,0.1890,0.0000,1.5671,0.8924,98,18,1,2,0
casual_2633,200.1410,116.9390,106.2083,19.6977,15.7764,2,0.0423,375.7864,571.0020,0.5735,0.0029,0.9192,0.6980,0.1103,0.6768,0.1370,0.9676,0.0914,0.0000,0.7047,1.7948,11,1,7,13,0
skilled_0340,127.6813,82.4269,109.3404,1.3279,8.2481,80,0.0006,464.3382,540.9282,0.6109,0.0083,2.8182,0.2790,0.0317,0.5640,0.0912,1.6516,0.4470,0.0000,2.2505,1.6034,180,80,18,4,0
casual_2215,53.6950,70.0752,122.1943,5.3488,1.0000,4,0.0129,263.0363,536.3666,0.1625,0.0027,2.8096,0.5313,0.0776,0.6284,0.1993,0.2082,0.1395,0.0000,0.4373,0.6654,72,10,2,13,0
skilled_0682,235.8550,139.3631,32.6493,10.0883,6.4094,44,0.0107,406.2974,581.8867,0.5231,0.0129,2.4549,0.2683,0.0681,0.6320,0.3192,2.0093,0.2719,0.0000,1.8006,1.0661,141,38,10,7,0
esport_0474,142.9599,147.1630,49.8926,10.4478,4.8227,37,0.0345,375.7966,581.2594,0.5443,0.0009,2.8058,0.1306,0.0325,0.5493,0.2239,1.8622,0.5392,0.0000,5.1001,4.1490,135,72,20,2,0
casual_1907,49.3852,76.5614,100.5562,13.8730,21.2262,22,0.0000,353.6059,522.4057,0.3682,0.0038,1.7278,0.5894,0.1430,0.7519,0.1907,0.3253,0.0200,0.0000,0.8718,0.5640,93,1,0,7,0
casual_0084,36.1323,107.0016,24.4389,18.6446,1.2620,9,0.0211,474.3410,620.0000,0.1704,0.0129,2.6768,0.4638,0.1582,0.4841,0.2091,0.9843,0.1282,0.0000,0.8129,0.1962,47,6,1,13,0
casual_0227,179.9035,68.1951,114.3297,11.3938,4.2094,14,0.0280,307.4291,613.1500,0.5759,0.0015,1.9734,0.5302,0.1644,0.5017,0.3321,0.6191,0.1345,0.0000,1.1840,0.3154,75,10,3,12,0
casual_0296,294.4841,19.1535,93.6881,14.2186,7.4874,26,0.0170,412.2527,570.6426,0.8874,0.0027,2.2150,0.4812,0.0927,0.6450,0.1363,1.0696,0.1639,0.0000,0.8253,1.2423,106,17,0,2,0
casual_1001,153.7308,83.8770,172.0538,20.1160,1.0000,8,0.0129,425.9271,574.0479,0.2870,0.0030,2.7702,0.6238,0.0553,0.8521,0.0558,1.0884,0.2657,0.0000,1.1980,0.4680,40,10,6,5,0
casual_2138,236.4843,68.2905,135.4262,14.4736,13.8511,19,0.0187,546.9372,590.8694,0.4161,0.0325,2.4862,0.6000,0.1970,0.8624,0.2361,0.2651,0.0640,0.0000,1.3985,0.6704,112,7,2,8,0
casual_0711,212.1413,60.4103,70.3422,25.0240,8.1852,22,0.0139,309.5430,594.3442,0.1860,0.0003,2.8829,0.3896,0.1193,0.6155,0.3105,1.0275,0.2091,0.0000,1.1300,0.4296,104,21,1,15,0
casual_2801,162.9650,58.2356,87.4506,29.7733,22.0717,25,0.0191,449.5808,557.2892,0.6032,0.0004,2.2127,0.4186,0.1770,0.9423,0.2722,0.3695,0.2978,0.0000,1.1179,0.7977,167,49,2,10,0
casual_2527,273.6723,89.5341,73.3306,6.9877,7.4346,11,0.0039,339.2710,620.0000,0.2614,0.0060,2.5099,0.4150,0.0400,0.3501,0.3228,0.1000,0.3119,0.0000,0.6175,0.4069,72,22,11,4,0
skilled_0752,45.5376,113.4022,83.2725,5.5728,7.1397,20,0.0238,539.7552,620.0000,0.4262,0.0160,2.6570,0.2938,0.0300,0.5600,0.1397,1.2916,0.4107,0.0000,1.3020,0.8735,78,32,14,1,0
skilled_0321,73.3829,30.0000,102.6887,7.5463,9.4269,22,0.0288,479.6674,569.2611,0.3115,0.0190,2.8012,0.1489,0.1482,0.4895,0.1732,0.2235,0.3809,0.0000,1.5413,1.2572,86,32,13,1,0
skilled_0181,89.8473,119.8570,142.7499,12.7710,6.9454,39,0.0448,360.5912,603.1949,0.1348,0.0050,3.0178,0.1485,0.0617,0.4976,0.3076,1.3278,0.3586,0.0000,2.7922,1.5800,103,36,19,10,0
skilled_1183,73.0841,116.2442,117.0502,8.3678,7.5352,6,0.0517,461.1661,559.2182,0.4399,0.0089,2.5665,0.4382,0.1339,0.7378,0.1509,1.2494,0.1704,0.0000,2.4611,1.9481,45,7,3,7,0
casual_1615,87.5302,74.7830,137.8819,8.6293,8.4486,1,0.0357,281.3449,542.9505,0.4522,0.0058,1.9149,0.3866,0.1681,1.0325,0.2768,1.0005,0.1684,0.0000,0.9885,1.5130,27,4,8,13,0
skilled_0024,87.4933,63.1837,97.0029,11.3840,11.7613,18,0.0156,509.6886,600.9545,0.5150,0.0005,2.1610,0.2926,0.1332,0.2427,0.1515,0.9591,0.4423,0.0000,1.8807,2.3190,57,25,5,0,0
casual_1413,284.7132,38.7185,164.3383,9.2212,19.1925,41,0.0000,439.4607,576.9936,0.3955,0.0016,3.1589,0.5409,0.1621,1.0355,0.2256,0.6428,0.2876,0.0000,0.6068,0.8966,139,39,4,15,0
casual_0763,67.3155,45.5262,85.5333,14.0569,7.4585,9,0.0114,212.4305,586.0535,0.7298,0.0000,2.7888,0.3537,0.1407,0.2518,0.2179,1.2776,0.1755,0.0000,0.8810,1.2252,41,7,4,13,0
casual_0655,123.9685,42.0120,67.6492,18.5044,16.6098,32,0.0057,460.6725,579.1496,0.3734,0.0192,0.9223,0.5359,0.1706,1.3245,0.1162,0.7208,0.1983,0.0000,0.4936,0.5892,146,28,4,10,0
aimbot_0047,169.2721,194.2711,13.8770,1.7120,0.0000,46,0.1053,342.6840,547.4971,0.2222,0.0134,1.8249,0.0376,0.0076,0.4225,0.0738,2.9990,0.7840,0.0000,6.0227,3.3440,69,54,34,0,1
skilled_0849,66.2089,162.1582,125.8115,9.7039,3.4702,48,0.0011,477.5525,545.9368,0.4389,0.0039,2.1225,0.4454,0.1432,0.3348,0.0973,1.3487,0.4235,0.0000,0.7880,1.7189,162,68,18,9,0
skilled_1153,123.9451,85.8933,78.8143,8.5559,10.0714,45,0.0107,442.7985,594.6702,0.3396,0.0134,2.1998,0.1501,0.1363,0.5445,0.2512,1.3561,0.3469,0.0000,3.2220,0.5958,171,59,3,8,0
casual_0468,70.0785,98.8728,52.1304,25.9565,16.0614,11,0.0027,219.6158,507.0335,0.4193,0.0030,1.9888,0.3697,0.1234,0.9949,0.1686,0.1000,0.1350,0.0000,1.4514,0.3615,47,6,1,2,0
casual_0157,208.0441,113.3356,110.9410,7.1370,13.2574,27,0.0260,358.2520,540.1069,0.4920,0.0155,2.2923,0.8126,0.1914,1.0351,0.1567,0.2897,0.0200,0.0000,0.0000,0.6590,125,2,8,13,0
casual_1295,132.2201,46.6069,53.1425,3.2783,4.3286,32,0.0114,276.6967,598.3692,0.3840,0.0115,1.7586,0.7986,0.0711,0.6964,0.2707,1.9702,0.2274,0.0000,0.2743,0.9122,137,31,6,12,0
casual_0497,199.0234,13.8230,54.7773,10.1301,6.7944,21,0.0081,408.9070,482.9530,0.2566,0.0031,2.5885,0.7328,0.1038,0.6285,0.4331,0.8003,0.0200,0.0000,0.7308,0.1429,106,2,5,12,0
esport_0490,177.8788,91.7341,15.0000,1.7221,5.3949,58,0.0640,413.5114,578.3798,0.4346,0.0017,2.8661,0.1539,0.0710,0.3016,0.2088,1.6740,0.4776,0.0000,2.8688,1.4092,194,92,12,2,0
casual_2940,296.3890,70.7868,127.4890,36.1563,6.0940,41,0.0305,424.9376,620.0000,0.2217,0.0006,3.0812,0.4958,0.1396,0.5512,0.3177,0.6887,0.1848,0.0000,0.3961,0.1282,165,30,4,14,0
skilled_0456,211.4215,118.2654,138.5873,15.5014,6.2420,26,0.0113,584.1108,585.0427,0.6099,0.0113,2.4576,0.3103,0.1703,0.5454,0.1187,0.5958,0.3754,0.0000,1.5274,1.5969,88,33,9,2,0
casual_0373,114.8988,86.9625,20.0000,16.8342,4.6501,3,0.0035,438.9402,543.2067,0.1465,0.0050,2.1560,0.5734,0.0720,0.9882,0.0526,1.8720,0.2724,0.0000,0.9491,1.0612,47,12,5,15,0
casual_0079,241.6525,55.2596,138.1669,14.6625,10.7310,31,0.0348,533.7212,528.5325,0.2504,0.0046,2.8321,0.3152,0.0915,0.3374,0.0852,0.9991,0.3155,0.0000,0.4937,0.6186,157,49,9,6,0
casual_1553,129.7037,129.2818,123.2645,19.0256,6.5929,3,0.0136,564.9404,532.5989,0.5990,0.0022,2.3947,0.2963,0.1843,0.2533,0.1796,0.5912,0.1588,0.0000,1.0998,0.9488,16,2,4,2,0
casual_1669,264.2044,68.1074,142.5744,19.9946,15.2981,3,0.0125,346.4612,553.0392,0.6061,0.0097,2.4937,0.5900,0.1631,0.3308,0.3457,1.0968,0.2877,0.0000,0.9843,0.0500,21,6,5,7,0
casual_2131,234.2953,59.6652,116.4292,10.2257,12.1399,0,0.0017,336.7651,557.8043,0.2858,0.0041,1.4949,0.3968,0.0846,0.5441,0.3162,0.7124,0.1638,0.0000,1.6484,1.2509,22,3,9,14,0
esport_0189,297.3482,150.4582,96.5928,3.3019,5.1640,39,0.0496,456.2783,582.4165,0.7347,0.0002,2.9031,0.2258,0.0885,0.3468,0.0395,1.3625,0.6326,0.0000,4.7742,4.1672,125,79,13,6,0
casual_0465,218.9395,10.0000,48.5995,11.4851,9.6327,16,0.0106,202.0647,472.6645,0.5134,0.0043,1.8316,0.7615,0.0400,0.6459,0.2253,1.4750,0.1684,0.0000,1.1786,1.1370,74,12,7,9,0
casual_0248,131.0297,17.5686,142.2838,13.9171,3.1534,46,0.0293,400.4615,528.2945,0.3448,0.0031,2.5480,0.2036,0.1569,0.6951,0.2098,0.7742,0.3538,0.0000,0.5051,0.4186,171,60,2,3,0
casual_0931,130.2382,10.0000,85.5418,23.7344,23.9124,32,0.0184,579.6296,501.5190,0.5136,0.0045,2.5169,0.6976,0.2566,0.5058,0.1410,1.2812,0.3013,0.0000,0.8385,0.8995,149,44,6,17,0
casual_1335,261.0234,110.5289,193.1246,12.5256,13.7174,7,0.0000,569.6586,500.1603,0.6491,0.0019,1.3961,0.5474,0.2671,0.7092,0.0825,1.1451,0.3089,0.0000,1.8994,0.9625,29,8,3,6,0
esport_0274,86.0530,129.5763,49.8794,6.3141,6.6466,51,0.0025,419.4912,578.8675,0.3012,0.0137,2.2214,0.2529,0.0464,0.5720,0.1321,1.3355,0.5506,0.0000,2.4745,3.3846,165,90,26,6,0
casual_1338,267.0998,32.1053,133.6077,14.1041,8.2865,19,0.0186,372.6195,526.6433,0.1852,0.0058,2.7958,0.4381,0.2118,1.2948,0.2749,0.7543,0.2425,0.0000,1.3301,0.8440,115,27,11,3,0
casual_1406,290.3808,61.2545,48.3510,5.6205,7.8415,16,0.0060,432.3633,480.0584,0.7828,0.0040,2.4456,0.8630,0.2084,0.7356,0.3114,0.8269,0.1838,0.0000,1.0473,1.1721,94,17,6,16,0
casual_1090,94.8611,16.0130,138.3669,13.0870,25.7278,51,0.0283,452.0046,539.6373,0.5090,0.0036,2.9017,0.7391,0.1056,0.8760,0.2499,1.3843,0.0594,0.0000,1.4736,0.7343,168,9,10,17,0
skilled_1209,200.5981,121.9874,81.8929,12.5749,6.5938,8,0.0165,475.7081,608.0358,0.4690,0.0020,2.2946,0.2712,0.1436,0.6532,0.1599,1.5004,0.2637,0.0000,1.0180,2.0710,42,11,6,7,0
casual_0742,262.9464,139.0733,67.8787,13.0100,8.5340,41,0.0240,485.7742,560.3093,0.4437,0.0018,2.0676,0.5125,0.1303,0.8888,0.1883,1.2563,0.2109,0.0000,1.9254,1.3031,168,35,0,8,0
