SessionFile,PlayerID,Person,Label,CheatType,RuleScore,RuleFlags,RulePred,RF_Probability,MLPred
session_2026-08-13_20-16-32.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,25.0,ON_TARGET_RATIO (81.6% der Schuesse auf ein Ziel gerichtet),0,0.0324734532885552,0
session_2026-08-13_20-16-32.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (79.5% der Schuesse auf ein Ziel gerichtet),0,0.2291286590873149,1
session_2026-08-13_20-16-32.csv,MBurgerPC-C08954A945,Maxi,0,,25.0,ON_TARGET_RATIO (68.7% der Schuesse auf ein Ziel gerichtet),0,0.0054183051786208,0
session_2026-08-13_20-19-22.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,25.0,ON_TARGET_RATIO (71.1% der Schuesse auf ein Ziel gerichtet),0,0.2105026967454666,1
session_2026-08-13_20-19-22.csv,Phileas-PC-167800BF4,Phileas,0,,25.0,ON_TARGET_RATIO (75.4% der Schuesse auf ein Ziel gerichtet),0,0.147642726480805,0
session_2026-08-13_20-19-22.csv,Stacjonarny-CA89EB15,Mateusz,0,,60.0,"AIMBOT_PRECISION (5.35 deg mean error, n=57); ON_TARGET_RATIO (66.3% der Schuesse auf ein Ziel gerichtet)",1,0.0767356739077948,0
session_2026-08-13_20-19-22.csv,MBurgerPC-C08954A945,Maxi,0,,25.0,ON_TARGET_RATIO (75.1% der Schuesse auf ein Ziel gerichtet),0,0.0595641106916223,0
session_2026-08-13_20-22-12.csv,RF-MS1-1-EF024FED46C,Nikolay,1,godmode+triggerbot,60.0,"AIMBOT_PRECISION (3.71 deg mean error, n=289); ON_TARGET_RATIO (84.8% der Schuesse auf ein Ziel gerichtet)",1,0.337848351503577,1
session_2026-08-13_20-22-12.csv,Phileas-PC-167800BF4,Phileas,0,,25.0,ON_TARGET_RATIO (57.4% der Schuesse auf ein Ziel gerichtet),0,0.2233734643740229,1
session_2026-08-13_20-22-12.csv,Stacjonarny-CA89EB15,Mateusz,0,,60.0,"AIMBOT_PRECISION (3.34 deg mean error, n=294); ON_TARGET_RATIO (69.5% der Schuesse auf ein Ziel gerichtet)",1,0.1177134633401857,0
session_2026-08-13_20-22-12.csv,MBurgerPC-C08954A945,Maxi,0,,25.0,ON_TARGET_RATIO (55.0% der Schuesse auf ein Ziel gerichtet),0,0.0752131492464091,0
session_2026-08-13_20-25-02.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,25.0,ON_TARGET_RATIO (69.8% der Schuesse auf ein Ziel gerichtet),0,0.0363230340025216,0
session_2026-08-13_20-25-02.csv,MBurgerPC-C08954A945,Maxi,0,,25.0,ON_TARGET_RATIO (75.5% der Schuesse auf ein Ziel gerichtet),0,0.0993420848948522,0
session_2026-08-13_20-25-02.csv,Phileas-PC-167800BF4,Phileas,0,,25.0,ON_TARGET_RATIO (74.1% der Schuesse auf ein Ziel gerichtet),0,0.0473149807284068,0
session_2026-08-13_20-25-02.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (79.8% der Schuesse auf ein Ziel gerichtet),0,0.0583290545115781,0
session_2026-08-13_20-27-53.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,25.0,ON_TARGET_RATIO (73.3% der Schuesse auf ein Ziel gerichtet),0,0.0551341560461555,0
session_2026-08-13_20-27-53.csv,MBurgerPC-C08954A945,Maxi,1,aimbot,60.0,"AIMBOT_PRECISION (5.02 deg mean error, n=145); ON_TARGET_RATIO (85.8% der Schuesse auf ein Ziel gerichtet)",1,0.2568554427989765,1
session_2026-08-13_20-27-53.csv,Phileas-PC-167800BF4,Phileas,1,wallhack,25.0,ON_TARGET_RATIO (68.2% der Schuesse auf ein Ziel gerichtet),0,0.0135835840982,0
session_2026-08-13_20-27-53.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (73.8% der Schuesse auf ein Ziel gerichtet),0,0.0291512145623182,0
session_2026-08-13_20-40-09.csv,Phileas-PC-167800BF4,Phileas,1,aimbot,25.0,ON_TARGET_RATIO (63.8% der Schuesse auf ein Ziel gerichtet),0,0.5230945684194153,1
session_2026-08-13_20-40-09.csv,MBurgerPC-C08954A945,Maxi,0,,25.0,ON_TARGET_RATIO (83.3% der Schuesse auf ein Ziel gerichtet),0,0.0127659302862163,0
session_2026-08-13_20-40-09.csv,Stacjonarny-CA89EB15,Mateusz,0,,0.0,,0,0.1143137474178548,0
session_2026-08-13_20-40-09.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,25.0,ON_TARGET_RATIO (86.2% der Schuesse auf ein Ziel gerichtet),0,0.0530070616340142,0
session_2026-08-13_20-42-59.csv,Phileas-PC-167800BF4,Phileas,0,,25.0,ON_TARGET_RATIO (76.6% der Schuesse auf ein Ziel gerichtet),0,0.0148281491003146,0
session_2026-08-13_20-42-59.csv,MBurgerPC-C08954A945,Maxi,0,,25.0,ON_TARGET_RATIO (78.7% der Schuesse auf ein Ziel gerichtet),0,0.0253147888595189,0
session_2026-08-13_20-42-59.csv,Stacjonarny-CA89EB15,Mateusz,0,,65.0,"TRIGGERBOT_REACTION (33.4ms mean, 0.0ms std); ON_TARGET_RATIO (47.4% der Schuesse auf ein Ziel gerichtet)",1,0.0802679677249031,0
session_2026-08-13_20-42-59.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,25.0,ON_TARGET_RATIO (71.3% der Schuesse auf ein Ziel gerichtet),0,0.0700809083933386,0
session_2026-08-13_20-45-49.csv,Phileas-PC-167800BF4,Phileas,0,,25.0,ON_TARGET_RATIO (73.5% der Schuesse auf ein Ziel gerichtet),0,0.0166045947126482,0
session_2026-08-13_20-45-49.csv,MBurgerPC-C08954A945,Maxi,0,,25.0,ON_TARGET_RATIO (84.0% der Schuesse auf ein Ziel gerichtet),0,0.0027994071146245,0
session_2026-08-13_20-45-49.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (87.0% der Schuesse auf ein Ziel gerichtet),0,0.0336893600234997,0
session_2026-08-13_20-45-49.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,60.0,"AIMBOT_PRECISION (4.09 deg mean error, n=59); ON_TARGET_RATIO (73.8% der Schuesse auf ein Ziel gerichtet)",1,0.2589356828056641,1
session_2026-08-13_20-48-39.csv,Phileas-PC-167800BF4,Phileas,0,,25.0,ON_TARGET_RATIO (69.0% der Schuesse auf ein Ziel gerichtet),0,0.1049896768518162,0
session_2026-08-13_20-48-39.csv,MBurgerPC-C08954A945,Maxi,0,,25.0,ON_TARGET_RATIO (55.1% der Schuesse auf ein Ziel gerichtet),0,0.0711055340199663,0
session_2026-08-13_20-48-39.csv,RF-MS1-1-EF024FED46C,Nikolay,1,aimbot+wallhack+triggerbot+godmode,25.0,ON_TARGET_RATIO (51.1% der Schuesse auf ein Ziel gerichtet),0,0.7775139757070322,1
session_2026-08-14_14-25-16.csv,Phileas-PC-167800BF4,Phileas,0,,25.0,ON_TARGET_RATIO (72.9% der Schuesse auf ein Ziel gerichtet),0,0.031933675368465,0
session_2026-08-14_14-25-16.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (59.9% der Schuesse auf ein Ziel gerichtet),0,0.0498435791655711,0
